name,facebook,twitter,website,genre,mtv
 The Headpins ,,,,Pop,http://www.mtv.com/artists/the-headpins-1/biography
 Hear Kitty Kitty ,,http://www.twitter.com/hearkittykitty,http://www.hearkittykitty.com,Alternative,http://www.mtv.com/artists/hear-kitty-kitty/biography
 HearSay ,,,,,http://www.mtv.com/artists/hearsay-1/biography
 Hariprasad Chaurasia ,,http://www.twitter.com/hirosnaka,,Indian,http://www.mtv.com/artists/hariprasad-chaurasia/biography
 Harlan Howard ,,,,Country,http://www.cmt.com/artists/harlan-howard/biography
 Harmony Riley ,,,,,http://www.mtv.com/artists/harmony-riley/biography
 Harold Betters ,,,,Jazz,http://www.mtv.com/artists/harold-betters/biography
 Harold Faltermeyer ,,,http://www.haroldfaltermeyer.net/,Pop,http://www.mtv.com/artists/harold-faltermeyer/biography
 Harold Wright ,,,,,http://www.mtv.com/artists/harold-wright-00/biography
 Identity Crisis ,,,,,http://www.mtv.com/artists/identity-crisis-00/biography
 Idir ,http://www.facebook.com/197717940316537,,,World/Reggae,http://www.mtv.com/artists/idir/biography
 Humildes Hermanos Ayala ,,,,,http://www.mtv.com/artists/humildes-hermanos-ayala/biography
 Hunter Eves ,,,,,http://www.mtv.com/artists/hunter-eves/biography
 Hunter Hayes (Jazz) ,,,,,http://www.cmt.com/artists/hunter-hayes-jazz/biography
 Hoss Howard ,,,,,http://www.cmt.com/artists/hoss-howard/biography
 Hossam Ramzy ,http://www.facebook.com/134319323358236,http://www.twitter.com/hossamramzy,,World/Reggae,http://www.mtv.com/artists/hossam-ramzy-1/biography
 Hossein Alizadeh ,,,,Classical,http://www.mtv.com/artists/hossein-alizadeh/biography
 Host Skull ,,,,,http://www.mtv.com/artists/host-skull/biography
 Hit the Lights ,http://www.facebook.com/19870325735,http://www.twitter.com/htlband,http://www.hitthelightsmusic.com/,Pop/Rock,http://www.mtv.com/artists/hit-the-lights/biography
 Hlathikhulu High School Choir ,,,,,http://www.mtv.com/artists/hlathikhulu-high-school-choir/biography
 Helena Tulve ,,,,,http://www.mtv.com/artists/helena-tulve/biography
 Helga Hahnemann ,,,,,http://www.mtv.com/artists/helga-hahnemann/biography
 Helen Boudreaux ,,,,Country,http://www.cmt.com/artists/helen-boudreaux/biography
 Helen Shapiro ,,,,Pop,http://www.mtv.com/artists/helen-shapiro/biography
 Hellfish & Producer ,,,,,http://www.mtv.com/artists/hellfish-producer/biography
 Hearts of Oak ,,,,,http://www.cmt.com/artists/hearts-of-oak/biography
 Heat (Rap) ,,,,,http://www.mtv.com/artists/heat-rap-/biography
 Heather Cowles ,,,,,http://www.cmt.com/artists/heather-cowles/biography
 Heather Edwards ,,,,,http://www.mtv.com/artists/heather-edwards/biography
 Heather Nova ,http://www.facebook.com/274035704790,http://www.twitter.com/nova_says,http://www.heathernova.com,College Rock,http://www.mtv.com/artists/heather-nova/biography
 Hebe Tien ,,,,,http://www.mtv.com/artists/hebe-tien/biography
 Glenn Heckinger ,,,,,http://www.mtv.com/artists/glenn-heckinger-1/biography
 Héctor Acosta ,,,,Latin,http://www.mtv.com/artists/hector-acosta/biography
 Héctor Montemayor ,,,,Latin,http://www.mtv.com/artists/hctor-montemayor-1/biography
 (hed) p.e. ,,,,,http://www.mtv.com/artists/hed-pe/biography
 Hello Dollface ,,,,,http://www.mtv.com/artists/hello-dollface/biography
 Hello Venus ,,,,,http://www.mtv.com/artists/hello-venus/biography
 Hema John ,,,,,http://www.mtv.com/artists/hema-john/biography
 Hemet High School Jazz ,,,,,http://www.mtv.com/artists/hemet-high-school-jazz/biography
 Hermes House Band ,,,,,http://www.mtv.com/artists/hermes-house-band/biography
 Hermitude ,http://www.facebook.com/99604932878,http://www.twitter.com/hermitudemusic,,Rock,http://www.mtv.com/artists/hermitude/biography
 Herb Alpert ,http://www.facebook.com/112065938804723,http://www.twitter.com/herbalpert,,Jazz,http://www.mtv.com/artists/herb-alpert/biography
 Herb Mickman ,,,,,http://www.mtv.com/artists/herb-mickman/biography
 Herb Pilhofer ,,,,,http://www.mtv.com/artists/herb-pilhofer/biography
 Herbert Howells ,,,,Classical,http://www.mtv.com/artists/herbert-howells/biography
 Here We Go Magic ,http://www.facebook.com/48153361804,http://www.twitter.com/herewegomagic,http://www.herewegomagic.com,Psychedelic,http://www.mtv.com/artists/here-we-go-magic/biography
 Henley Hii ,,,,,http://www.mtv.com/artists/henley-hii/biography
 Henrik Gümoes ,,,,,http://www.mtv.com/artists/henrik-gumoes/biography
 Henry Thome ,,,,,http://www.mtv.com/artists/henry-thome/biography
 Het Urker Mannenkoor ,,,,,http://www.mtv.com/artists/het-urker-mannenkoor/biography
 Heyoka ,,,,,http://www.mtv.com/artists/heyoka/biography
 Hi-Coup ,,,,,http://www.mtv.com/artists/hi-coup/biography
 Hi-Five ,http://www.facebook.com/169966486408875,http://www.twitter.com/officialhifive,,Hip Hop,http://www.mtv.com/artists/hi-five-00/biography
 Hillary Lindsey ,,,,,http://www.cmt.com/artists/hillary-lindsey/biography
 Hilljack ,,,,,http://www.cmt.com/artists/hilljack/biography
 Hillsong United ,http://www.facebook.com/8800570812,http://www.twitter.com/hillsongunited,,Inspirational,http://www.mtv.com/artists/hillsong-united/biography
 HIM ,http://www.facebook.com/pages/HIM/10280537525,,,Rock,http://www.mtv.com/artists/him-2/biography
 Hisao Okuma ,,,,,http://www.mtv.com/artists/hisao-okuma/biography
 HOEDh ,,,,,http://www.mtv.com/artists/hoedh/biography
 Holland (Indie rock) ,,,,Alternative,http://www.mtv.com/artists/holland-indie-rock-/biography
 Frederick Hollander ,,,,,http://www.mtv.com/artists/frederick-hollander-1/biography
 Hollie Grant ,,,,,http://www.mtv.com/artists/hollie-grant/biography
 Highland Serenade ,,,,,http://www.mtv.com/artists/highland-serenade/biography
 Hijjaz ,,,,,http://www.mtv.com/artists/hijjaz/biography
 Hilary ,,,,,http://www.mtv.com/artists/hilary/biography
 Hotel Eden ,http://www.facebook.com/10005396677,http://www.twitter.com/hoteleden,http://www.HotelEdenMusic.com,Indie Rock,http://www.mtv.com/artists/hotel-eden/biography
 HoneyHoney ,http://www.facebook.com/9352247004,http://www.twitter.com/honeyhoneyband,http://honeyhoneyband.com,Singer/Songwriter,http://www.mtv.com/artists/honeyhoney/biography
 Horace Silver ,,,,Jazz,http://www.mtv.com/artists/horace-silver/biography
 Horatio Lee Jenkins ,,,,,http://www.cmt.com/artists/horatio-lee-jenkins/biography
 Christopher Horne ,,,,,http://www.mtv.com/artists/christopher-horne-1/biography
 Horny Toad ,,,,Alternative,http://www.mtv.com/artists/horny-toad-1/biography
 House Music ,,,,,http://www.mtv.com/artists/house-music/biography
 Hurray for the Riff Raff ,http://www.facebook.com/26725236508,http://www.twitter.com/hftrr,,Blues/Folk,http://www.mtv.com/artists/hurray-for-the-riff-raff/biography
 Hurricane Gilbert Group ,,,,,http://www.mtv.com/artists/hurricane-gilbert-group/biography
 Hussain Al Baggali ,,,,,http://www.mtv.com/artists/hussain-al-baggali/biography
 Holly Brook ,http://www.facebook.com/43402643967,,,Rock,http://www.mtv.com/artists/holly-brook/biography
 Holly Cole ,http://www.facebook.com/210877844632,http://www.twitter.com/misshollycole,http://www.hollycole.com/,Jazz,http://www.mtv.com/artists/holly-cole/biography
 Holly Dunn ,,,,Country,http://www.cmt.com/artists/holly-dunn/biography
 Holly Palmer ,,,,,http://www.mtv.com/artists/holly-palmer/biography
 Holly Stell ,,,,,http://www.mtv.com/artists/holly-stell/biography
 Holy Ghost! ,http://www.facebook.com/65481678071,http://www.twitter.com/holyghostnyc,,,http://www.mtv.com/artists/holy-ghost/biography
 Home Boys Only ,,,,,http://www.mtv.com/artists/home-boys-only/biography
 Home Grown ,,,,Rock,http://www.mtv.com/artists/home-grown-2/biography
 Homegroove Project ,,,,,http://www.mtv.com/artists/homegroove-project/biography
 Homonym ,,,,,http://www.mtv.com/artists/homonym/biography
 Honey Barbara ,,,,,http://www.mtv.com/artists/honey-barbara/biography
 Honey Claws ,,,,,http://www.mtv.com/artists/honey-claws/biography
 Hy Hazel ,,,,,http://www.mtv.com/artists/hy-hazel/biography
 Huey Lewis & The News ,,,,,http://www.mtv.com/artists/huey-lewis-the-news/biography
 Huggy Bear ,,,,Alternative,http://www.mtv.com/artists/huggy-bear/biography
 Huggy Boy ,,,,,http://www.mtv.com/artists/huggy-boy/biography
" Hui Fen Min, Wei Li ",,,,,http://www.mtv.com/artists/hui-fen-min-wei-li/biography
 Hula ,,,,,http://www.mtv.com/artists/hula-3/biography
 Ikue Asazaki ,,,,,http://www.mtv.com/artists/ikue-asazaki/biography
 Ilias Psinakis ,,,,,http://www.mtv.com/artists/ilias-psinakis/biography
 Houston Jones ,,,,Country,http://www.cmt.com/artists/houston-jones/biography
 Howard Jones ,http://www.facebook.com/111460981993,http://www.twitter.com/howardjones,http://www.howardjones.com/,Pop,http://www.mtv.com/artists/howard-jones/biography
 Howard McNear ,,,,,http://www.mtv.com/artists/howard-mcnear/biography
 Howard Shore ,http://www.facebook.com/104036002965315,,,Soundtracks/Musicals,http://www.mtv.com/artists/howard-shore/biography
 Howie Day ,http://www.facebook.com/8086187990,http://www.twitter.com/howiekday,http://www.howieday.com/,Pop,http://www.mtv.com/artists/howie-day/biography
 Howlett Smith ,,,,,http://www.mtv.com/artists/howlett-smith/biography
 Hozan Diyar ,,,,,http://www.mtv.com/artists/hozan-diyar/biography
 I Set My Friends on Fire ,http://www.facebook.com/28529629984,,,Rock,http://www.mtv.com/artists/i-set-my-friends-on-fire/biography
 I Want To Be Heard ,,,,,http://www.mtv.com/artists/i-want-to-be-heard/biography
 Ian Campbell Folk Group ,,,,,http://www.mtv.com/artists/ian-campbell-folk-group/biography
 Ian Gillan ,http://www.facebook.com/200023200021594,http://www.twitter.com/iangillan1,,Classic Rock,http://www.mtv.com/artists/ian-gillan/biography
 Ian Stewart ,,,,Rock,http://www.mtv.com/artists/ian-stewart/biography
 ibid ,,,,,http://www.mtv.com/artists/ibid/biography
 Jacqueline May Allen ,,,,,http://www.mtv.com/artists/jacqueline-may-allen/biography
 Jacques Dutronc ,http://www.facebook.com/108170842545263,http://www.twitter.com/jacques_dutronc,,French,http://www.mtv.com/artists/jacques-dutronc-00/biography
 Jack Thompson ,,,,,http://www.cmt.com/artists/jack-thompson/biography
 Jack Wilson ,,,,,http://www.mtv.com/artists/jack-wilson-00/biography
 Jackie B ,,,,,http://www.mtv.com/artists/jackie-b/biography
 Jackie DeShannon ,,,,Classic Rock,http://www.mtv.com/artists/jackie-deshannon/biography
 Jackie & The Starlites ,,,,R&B/Soul,http://www.mtv.com/artists/jackie-the-starlites/biography
 Jackie Wilson ,,,,R&B/Soul,http://www.mtv.com/artists/jackie-wilson/biography
 Indio ,,,,,http://www.mtv.com/artists/indio-2/biography
 Indira Radic ,,,,,http://www.mtv.com/artists/indira-radic/biography
 Indira Rubiera ,,,,,http://www.mtv.com/artists/indira-rubiera/biography
 Hybrid Ice ,,,,,http://www.mtv.com/artists/hybrid-ice/biography
 HyeKyung Lee ,,,,,http://www.mtv.com/artists/hyekyung-lee-2/biography
 I See Stars ,http://www.facebook.com/148010411882702,http://www.twitter.com/iseestarsmusic,,Hard Rock,http://www.mtv.com/artists/i-see-stars/biography
 Indonesia ,,,,,http://www.mtv.com/artists/indonesia/biography
 Indra Rudder ,,,,,http://www.mtv.com/artists/indra-rudder/biography
 Infected Mushroom ,http://www.facebook.com/8811047260,http://www.twitter.com/infected,http://infected-mushroom.com,Electronica,http://www.mtv.com/artists/infected-mushroom/biography
 Imperial Foeticide ,,,,,http://www.mtv.com/artists/imperial-foeticide/biography
 IMS ,,,,,http://www.mtv.com/artists/ims/biography
 Inca Rose Duo ,,,,,http://www.mtv.com/artists/inca-rose-duo/biography
 Incognito ,http://www.facebook.com/111402923551,http://www.twitter.com/incognito_world,,Jazz,http://www.mtv.com/artists/incognito-5/biography
 Independent Artists ,,,,,http://www.mtv.com/artists/independent-artists/biography
 Inna ,,,,,http://www.mtv.com/artists/inna/biography
 Innocence Mission ,,,,Rock,http://www.mtv.com/artists/innocence-mission/biography
 Innovate ,,,,,http://www.mtv.com/artists/innovate/biography
 Inobe ,http://www.facebook.com/37989749614,http://www.twitter.com/iaminobe,http://www.inobe.com,Neo-Soul,http://www.mtv.com/artists/inobe/biography
 Inside Scarlet ,,,,,http://www.mtv.com/artists/inside-scarlet/biography
 Inspecter 7 ,,,,,http://www.mtv.com/artists/inspecter-7/biography
 Ilona Steingruber ,,,,,http://www.mtv.com/artists/ilona-steingruber/biography
 Ilusion 6 ,,,,,http://www.mtv.com/artists/ilusion-6/biography
 Ima ,,,,Rock,http://www.mtv.com/artists/ima/biography
 Images of Eden ,,,,,http://www.mtv.com/artists/images-of-eden/biography
 Imaginary Cities ,,,,,http://www.mtv.com/artists/imaginary-cities/biography
 Imany ,,,,Rock,http://www.mtv.com/artists/imany/biography
 Imelda May ,http://www.facebook.com/108926911469,http://www.twitter.com/ImeldaOfficial,,Rock,http://www.mtv.com/artists/imelda-may/biography
 Immature ,,,,Hip-Hop/Rap,http://www.mtv.com/artists/immature/biography
 Immortal ,http://www.facebook.com/7973092317,http://www.twitter.com/immortalband,,Metal,http://www.mtv.com/artists/immortal-1/biography
 Impact Worship Band ,,,,,http://www.mtv.com/artists/impact-worship-band/biography
 Jackson Monsour ,http://www.facebook.com/352470238366,http://www.twitter.com/jacksonmmusic,http://www.jacksonmonsour.com,Singer/Songwriter,http://www.mtv.com/artists/jackson-monsour/biography
 Jaclyn Whittal ,,,,,http://www.mtv.com/artists/jaclyn-whittal/biography
 Jacques Pellarin ,,,,,http://www.mtv.com/artists/jacques-pellarin-00/biography
 Jacquese ,,,,,http://www.mtv.com/artists/jacquese/biography
 Jacquie Brown-Hadnot ,,,,,http://www.mtv.com/artists/jacquie-brown-hadnot/biography
 J Boog ,,,,,http://www.mtv.com/artists/j-boog-2/biography
 J Brothers ,,,,,http://www.mtv.com/artists/j-brothers/biography
 J. Holiday ,http://www.facebook.com/18711872520,,,R&B,http://www.mtv.com/artists/j-holiday/biography
 Ivan Jones ,,,,,http://www.mtv.com/artists/ivan-jones/biography
 Ivan Klass ,,http://www.twitter.com/http://www.ivanklassmusic.com,http://www.ivanklass.com,Dance,http://www.mtv.com/artists/ivan-klass/biography
 Iron & Wine ,http://www.facebook.com/14358700961,http://www.twitter.com/ironandwine,,Indie Rock,http://www.mtv.com/artists/iron-wine/biography
 Iona Locke ,,,,,http://www.mtv.com/artists/iona-locke/biography
 iPagan ,,,,,http://www.mtv.com/artists/ipagan/biography
 Ira Davis ,,,,,http://www.mtv.com/artists/ira-davis/biography
 Iragazzi ,,,,,http://www.mtv.com/artists/iragazzi/biography
 Iria Zeiram ,,,,,http://www.mtv.com/artists/iria-zeiram/biography
 Irl Hees ,,,,,http://www.cmt.com/artists/irl-hees/biography
 Iron Butterfly ,,,,Rock,http://www.mtv.com/artists/iron-butterfly/biography
 Iron Maiden ,,,,Metal,http://www.mtv.com/artists/iron-maiden-00/biography
 Isaac Otwori ,,,,,http://www.mtv.com/artists/isaac-otwori-00/biography
 Isaac Stern ,http://www.facebook.com/74744992664,,,Classical,http://www.mtv.com/artists/isaac-stern/biography
 Isabel Santol ,,,,,http://www.mtv.com/artists/isabel-santol/biography
 Isabella ,,,,,http://www.mtv.com/artists/isabella-3/biography
 Isabelle Boulay ,,,,World/Reggae,http://www.mtv.com/artists/isabelle-boulay/biography
 Intel Agents ,,,,,http://www.mtv.com/artists/intel-agents/biography
 Interlake Polka Kings ,,,,,http://www.mtv.com/artists/interlake-polka-kings/biography
 Into The Trees ,,,,,http://www.mtv.com/artists/into-the-trees/biography
 Intoxicated ,,,,,http://www.mtv.com/artists/intoxicated/biography
 Intro to India ,,,,,http://www.mtv.com/artists/intro-to-india/biography
 Inzan Tanaka ,,,,,http://www.mtv.com/artists/inzan-tanaka/biography
 Isbells ,http://www.facebook.com/isbells,https://twitter.com/isbellstheband,,Blues/Folk,http://www.mtv.com/artists/isbells/biography
 Ivana Domenico ,,,,,http://www.mtv.com/artists/ivana-domenico/biography
 Ivey ,,,,,http://www.mtv.com/artists/ivey/biography
 Ivri Lider ,,,,,http://www.mtv.com/artists/ivri-lider/biography
 Iwan Fals ,,,,,http://www.mtv.com/artists/iwan-fals/biography
 岩瀬敬吾 ,,,,,http://www.mtv.com/artists/iwase-keigo/biography
 iwrestledabearonce ,http://www.facebook.com/9144692516,http://www.twitter.com/iwabo,,Rock,http://www.mtv.com/artists/iwrestledabearonce/biography
 Ixindamix ,,,,,http://www.mtv.com/artists/ixindamix/biography
 Iyanla Vanzant ,,,,Inspirational,http://www.mtv.com/artists/iyanla-vanzant/biography
 Izolirband ,,,,,http://www.mtv.com/artists/izolirband/biography
 J-Ax ,http://www.facebook.com/38346117967,http://www.twitter.com/jaxofficial,,,http://www.mtv.com/artists/j-ax/biography
 Jade ,,,,Soul,http://www.mtv.com/artists/jade/biography
 Jack Greene ,,,,Country,http://www.cmt.com/artists/jack-greene/biography
 Islander ,http://www.facebook.com/weareislander,http://www.twitter.com/weareislander,,Rock,http://www.mtv.com/artists/islander/biography
 Israel ,,,,Inspirational,http://www.mtv.com/artists/israel/biography
" Israel Kamakawiwo'ole ",http://www.facebook.com/30858766181,http://www.twitter.com/izhawaii,,World/International,http://www.mtv.com/artists/israel-kamakawiwoole-1/biography
 IU ,,,,,http://www.mtv.com/artists/iu/biography
 Ivan & Alyosha ,http://www.facebook.com/ivanandalyosha,http://www.twitter.com/http://www.ivanandalyosha.com/,http://www.IvanAndAlyosha.com,Folk-Rock,http://www.mtv.com/artists/ivan-alyosha/biography
 Jack Knight ,,,,Rock,http://www.mtv.com/artists/jack-knight/biography
 Jack Link ,,,,,http://www.cmt.com/artists/jack-link/biography
 Jack Maravell ,,,,,http://www.mtv.com/artists/jack-maravell/biography
" O'Landa Draper & The... ",,,,Inspirational,http://www.mtv.com/artists/olanda-draper-the/biography
 Olatunji Yearwood ,,,,,http://www.mtv.com/artists/olatunji-yearwood/biography
" Old 97's ",http://www.facebook.com/21336897836,http://www.twitter.com/old97s,http://www.old97s.com/,Alternative Country,http://www.cmt.com/artists/old-97s/biography
 Old Red ,,,,,http://www.mtv.com/artists/old-red/biography
 Old School ,,,,,http://www.mtv.com/artists/old-school/biography
 Kyau Vs. Albert ,,,,,http://www.mtv.com/artists/kyau-vs-albert/biography
 J. Pinder ,,,,,http://www.mtv.com/artists/j-pinder/biography
 J. Whaley ,,http://twitter.com/JWhaleyMusic,http://www.JWhaleyMusic.com,R&B/Soul,http://www.mtv.com/artists/j-whaley/biography
 Jananath Warakagoda ,,,,,http://www.mtv.com/artists/jananath-warakagoda/biography
 Jane Child ,,,http://janechild.com/,Pop,http://www.mtv.com/artists/jane-child/biography
 Jane Lui ,,,,,http://www.mtv.com/artists/jane-lui/biography
 Jane McDonald ,,,,Rock,http://www.mtv.com/artists/jane-mcdonald/biography
 Jane Olivor ,,,,Easy Listening/Vocal,http://www.mtv.com/artists/jane-olivor/biography
 James Flanders ,,,,,http://www.mtv.com/artists/james-flanders/biography
 James Galway ,,,,Irish,http://www.mtv.com/artists/james-galway-00/biography
 James Gang ,,,,Classic Rock,http://www.mtv.com/artists/james-gang/biography
 James Gedeon ,,,http://www.artistecard.com/jamesgedeon,Adult Contemporary,http://www.mtv.com/artists/james-gedeon/biography
 James Harris III ,,,,,http://www.mtv.com/artists/james-harris-iii/biography
 James King [Tenor] ,,,,,http://www.mtv.com/artists/james-king-tenor-/biography
 James Lawson ,,,,,http://www.mtv.com/artists/james-lawson/biography
 James Low ,,,,Rock,http://www.mtv.com/artists/james-low/biography
 Jalone ,,,,,http://www.mtv.com/artists/jalone/biography
 Jamal ,,,,Electronic/Dance,http://www.mtv.com/artists/jamal/biography
 Jamal Akbar ,,,,,http://www.mtv.com/artists/jamal-akbar/biography
 Jamantics ,,,,,http://www.mtv.com/artists/jamantics/biography
 Jambalaya Cajun Band ,,,,Zydeco,http://www.mtv.com/artists/jambalaya-cajun-band/biography
 Jamelia ,http://www.facebook.com/27997786929,,,Rock,http://www.mtv.com/artists/jamelia/biography
 James Blackwood ,,,,Inspirational,http://www.mtv.com/artists/james-blackwood/biography
 Janet Bray ,,,,,http://www.mtv.com/artists/janet-bray/biography
 Jagertown ,,,,,http://www.cmt.com/artists/jagertown/biography
 Jaguares ,,,http://jaguares.com/,Rock,http://www.mtv.com/artists/jaguares/biography
 Jaime y Los Chamacos ,,,,,http://www.mtv.com/artists/jaime-y-los-chamacos/biography
 Jairam Dindial ,,,,,http://www.mtv.com/artists/jairam-dindial/biography
 Jake ,,,,Alternative,http://www.mtv.com/artists/jake/biography
 Everso Jake ,,,,,http://www.mtv.com/artists/everso-jake-1/biography
 Jake McVey ,http://www.facebook.com/124640411019,http://www.twitter.com/jakemcvey,http://www.jakemcvey.com,Country,http://www.cmt.com/artists/jake-mcvey/biography
 Jamie Dailey ,,,,,http://www.cmt.com/artists/jamie-dailey/biography
 Jamie Hersch ,,,,,http://www.mtv.com/artists/jamie-hersch/biography
 Jamie Lawson ,,,,,http://www.mtv.com/artists/jamie-lawson/biography
 Jan A.P. Kaczmarek ,,,,,http://www.mtv.com/artists/jan-ap-kaczmarek/biography
 Jan Burton ,,,,,http://www.mtv.com/artists/jan-burton/biography
 Jan & Dean ,,,,Classic Rock,http://www.mtv.com/artists/jan-dean/biography
 Jan Hammer ,,,http://www.janhammer.com/,Jazz,http://www.mtv.com/artists/jan-hammer/biography
 Jan Morgan ,,,,,http://www.mtv.com/artists/jan-morgan/biography
 Janie C. Ramierez & The Cactus Country Band ,,,,,http://www.mtv.com/artists/janie-c-ramierez-the-cactus-country-band/biography
 Janie Fricke ,,,http://www.janiefricke.com/,Country,http://www.cmt.com/artists/janie-fricke/biography
 Janie Romer ,,,,,http://www.mtv.com/artists/janie-romer/biography
 Janine The Machine ,http://www.facebook.com/pages/Janine-The-Machine/153848674677342,http://twitter.com/janinelamachine,,Pop,http://www.mtv.com/artists/janine-the-machine/biography
 J'Anna Jacoby,,,,,http://www.mtv.com/artists/janna-jacoby/biography
 Jared Brown ,http://facebook.com/jaredbrownsound,http://twitter.com/jaredbrownsound,,Indie Rock,http://www.mtv.com/artists/jared-brown/biography
 James McMurtry ,http://www.facebook.com/8637988681,http://www.twitter.com/jamesmcmurtry,,Alternative,http://www.mtv.com/artists/james-mcmurtry/biography
 James Mulliniks-Beavers ,,,,,http://www.cmt.com/artists/james-mulliniks-beavers/biography
 James Schaffner ,,,,,http://www.mtv.com/artists/james-schaffner/biography
 James Seals ,,,,,http://www.mtv.com/artists/james-seals-00/biography
 James Segrest ,,,,,http://www.cmt.com/artists/james-segrest/biography
 James Sinclair ,,,,,http://www.mtv.com/artists/james-sinclair-00/biography
 James Stanley Howen ,,,,,http://www.cmt.com/artists/james-stanley-howen/biography
 Jamie Adams ,,,,,http://www.mtv.com/artists/jamie-adams/biography
 Jamie Cullum ,http://www.facebook.com/7773259714,http://www.twitter.com/jamiecullum,http://www.jamiecullum.com/,Jazz,http://www.mtv.com/artists/jamie-cullum/biography
 任賢齊 ,,,,,http://www.mtv.com/artists/jen-richie/biography
 Jenai ,,,,Country,http://www.cmt.com/artists/jenai/biography
 Jennifer Delgado ,,,,,http://www.mtv.com/artists/jennifer-delgado/biography
 Jennifer Folker ,,,,Rock,http://www.mtv.com/artists/jennifer-folker/biography
 Jennifer LaMountain ,,,,,http://www.mtv.com/artists/jennifer-lamountain/biography
 Jean Rohe ,,,,,http://www.mtv.com/artists/jean-rohe/biography
 Jean Shepard ,,,,Country,http://www.cmt.com/artists/jean-shepard/biography
 Jeanne Baxtresser ,,,,,http://www.mtv.com/artists/jeanne-baxtresser/biography
 Jeannie C. Riley ,,,,Country,http://www.cmt.com/artists/jeannie-c-riley/biography
 Jeannie Ortega ,,http://www.twitter.com/jeannieortega,,R&B,http://www.mtv.com/artists/jeannie-ortega/biography
 Jason Seibert ,,,,,http://www.cmt.com/artists/jason-seibert/biography
 Jason Stewart ,,,,,http://www.mtv.com/artists/jason-stewart-00/biography
 Jaswinder Brar ,,,,,http://www.mtv.com/artists/jaswinder-brar/biography
 Javier Galvan Y Fama ,,,,,http://www.mtv.com/artists/javier-galvan-y-fama/biography
 Javier Martínez Maya ,,,,,http://www.mtv.com/artists/javier-martinez-maya/biography
 Javier Molina & El Dorado ,,,,Latin,http://www.mtv.com/artists/javier-molina-el-dorado/biography
 Jawid Sharif ,,,,,http://www.mtv.com/artists/jawid-sharif/biography
 Jay Hickman ,,,,Comedy/Spoken Word,http://www.mtv.com/artists/jay-hickman/biography
 Jay Leno ,,,,,http://www.mtv.com/artists/jay-leno/biography
 Jars of Clay ,http://www.facebook.com/6098558355,http://www.twitter.com/jarsofclay,http://www.jarsofclay.com,Alternative,http://www.mtv.com/artists/jars-of-clay/biography
 Jarvis Cocker ,,,,Rock,http://www.mtv.com/artists/jarvis-cocker/biography
 Jas ,,,,,http://www.mtv.com/artists/jas/biography
 Jasmina ,,,,,http://www.mtv.com/artists/jasmina/biography
 Jasmine Ash ,http://www.facebook.com/294584749908,http://www.twitter.com/jasmineash,http://jasmineash.com,Pop,http://www.mtv.com/artists/jasmine-ash/biography
 Jason Allen ,,,,,http://www.cmt.com/artists/jason-allen/biography
 Jason Boland ,,,,,http://www.mtv.com/artists/jason-boland/biography
 Jason Cano ,,,,,http://www.mtv.com/artists/jason-cano/biography
 Jason Cassidy ,,,,Rock,http://www.mtv.com/artists/jason-cassidy/biography
 Jason Chan & Phil Lam ,,,,,http://www.mtv.com/artists/jason-chan-phil-lam-1/biography
 Jason Crabb ,http://www.facebook.com/JasonCrabbMusic,http://twitter.com/JasonCrabbMusic,http://www.JasonCrabb.com,Alternative,http://www.mtv.com/artists/jason-crabb/biography
 Jason D. Williams ,,,,,http://www.cmt.com/artists/jason-d-williams/biography
 Jason Graae ,,,,,http://www.mtv.com/artists/jason-graae/biography
 Jason Ingram ,,,,,http://www.mtv.com/artists/jason-ingram/biography
 Jason Little ,,,http://www.Facebook.com/TheRealJasonLittle,Contemporary R&B,http://www.mtv.com/artists/jason-little/biography
 Jay Parrack ,,,,,http://www.mtv.com/artists/jay-parrack/biography
 Jay Rock ,http://www.facebook.com/jayrock,http://twitter.com/jayrock,http://topdawgmusic.com,Hip-Hop/Rap,http://www.mtv.com/artists/jay-rock/biography
 Jayamalini ,,,,,http://www.mtv.com/artists/jayamalini/biography
 J.C. White Singers ,,,,,http://www.mtv.com/artists/jc-white-singers/biography
 JCS ,,,,,http://www.mtv.com/artists/jcs/biography
 J.D. Sage ,,,,,http://www.mtv.com/artists/jd-sage/biography
 Jean-Jacques Rousseau ,,,,,http://www.mtv.com/artists/jean-jacques-rousseau/biography
 Jeannine Charles ,,,,,http://www.mtv.com/artists/jeannine-charles/biography
 Jenny Phillips ,,,,,http://www.mtv.com/artists/jenny-phillips/biography
 Jeff Majors ,,,,,http://www.mtv.com/artists/jeff-majors/biography
 Jeff Pearles ,,,,,http://www.mtv.com/artists/jeff-pearles/biography
 Jeff Peterson ,,,,,http://www.cmt.com/artists/jeff-peterson/biography
 Jeff Phillips ,,,,,http://www.cmt.com/artists/jeff-phillips-2/biography
 Jayesh Gandhi ,,,,,http://www.mtv.com/artists/jayesh-gandhi/biography
 Jaz Delorean ,,,,,http://www.mtv.com/artists/jaz-delorean/biography
 JC Chasez ,http://www.facebook.com/138238496238728,http://www.twitter.com/jcchasez,,Pop,http://www.mtv.com/artists/jc-chasez/biography
 Jeff & Sheri Easter ,,,,Inspirational,http://www.mtv.com/artists/jeff-sheri-easter/biography
 Jeff Tweedy ,,https://twitter.com/JeffTweedy,,Alternative,http://www.mtv.com/artists/jeff-tweedy/biography
